Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
SBI Life Insurance Company Limited (BSE:540719),BSE:540719,Financials (Primary), 69.2 , 18.11 , 9.69 , 34.0 , 15.2 , 1.69 , 2.07 , 0.419 ,-,Mumbai Stock Exchange (BSE),"NSEI:SBILIFE
Company: SBI Life Insurance Company Limited
(IQT413218910) - National Stock Exchange of India (NSEI)"
SBI Mutual Fund -  Debt Fund Series C - 8 (1175 Days) (BSE:540912),BSE:540912,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540909
Company: SBI Mutual Fund -  Debt Fund Series C - 8 (1175 Days)
(IQT551233397) - Mumbai Stock Exchange (BSE)

BSE:540910
Company: SBI Mutual Fund -  Debt Fund Series C - 8 (1175 Days)
(IQT551233396) - Mumbai Stock Exchange (BSE)

BSE:540911
Company: SBI Mutual Fund -  Debt Fund Series C - 8 (1175 Days)
(IQT551233395) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - Capital Protection Oriented Fund (BSE:542936),BSE:542936,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
SBI Mutual Fund - Debt Fund - Series C-20 (1100D) (BSE:541689),BSE:541689,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:541685
Company: SBI Mutual Fund - Debt Fund - Series C-20 (1100D)
(IQT575228272) - Mumbai Stock Exchange (BSE)

BSE:541686
Company: SBI Mutual Fund - Debt Fund - Series C-20 (1100D)
(IQT575228271) - Mumbai Stock Exchange (BSE)

BSE:541688
Company: SBI Mutual Fund - Debt Fund - Series C-20 (1100D)
(IQT575228270) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - Debt Fund - Series C-36 (365 Days) (BSE:542295),BSE:542295,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:542292
Company: SBI Mutual Fund - Debt Fund - Series C-36 (365 Days)
(IQT597724454) - Mumbai Stock Exchange (BSE)

BSE:542293
Company: SBI Mutual Fund - Debt Fund - Series C-36 (365 Days)
(IQT597724453) - Mumbai Stock Exchange (BSE)

BSE:542294
Company: SBI Mutual Fund - Debt Fund - Series C-36 (365 Days)
(IQT597724452) - Mumbai Stock Exchange (BSE)"
Sbi Mutual Fund - Debt Fund Series C - 7 (1190 Days) (BSE:540842),BSE:540842,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540839
Company: Sbi Mutual Fund - Debt Fund Series C - 7 (1190 Days)
(IQT548990815) - Mumbai Stock Exchange (BSE)

BSE:540840
Company: Sbi Mutual Fund - Debt Fund Series C - 7 (1190 Days)
(IQT548990814) - Mumbai Stock Exchange (BSE)

BSE:540841
Company: Sbi Mutual Fund - Debt Fund Series C - 7 (1190 Days)
(IQT548990813) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - Debt Fund Series C-23 (1100 Days) (NSEI:SDFSC23GR),NSEI:SDFSC23GR,Financials (Primary),-,-,-,-,-,-,-,-,-,National Stock Exchange of India (NSEI),"NSEI:SDFSC23DD
Company: SBI Mutual Fund - Debt Fund Series C-23 (1100 Days)
(IQT579856379) - National Stock Exchange of India (NSEI)

NSEI:SDFSC23GD
Company: SBI Mutual Fund - Debt Fund Series C-23 (1100 Days)
(IQT579856378) - National Stock Exchange of India (NSEI)

NSEI:SDFSC23DR
Company: SBI Mutual Fund - Debt Fund Series C-23 (1100 Days)
(IQT579856377) - National Stock Exchange of India (NSEI)"
Sbi Mutual Fund - Debt Fund Series C-9 (1150 Days) Fund (BSE:540974),BSE:540974,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540971
Company: Sbi Mutual Fund - Debt Fund Series C-9 (1150 Days) Fund
(IQT553761727) - Mumbai Stock Exchange (BSE)

BSE:540972
Company: Sbi Mutual Fund - Debt Fund Series C-9 (1150 Days) Fund
(IQT553761726) - Mumbai Stock Exchange (BSE)

BSE:540973
Company: Sbi Mutual Fund - Debt Fund Series C-9 (1150 Days) Fund
(IQT553761725) - Mumbai Stock Exchange (BSE)"
"SBI Mutual Fund - Fixed Maturity Plan, Series 13 (1108 Days) Fund (BSE:542746)",BSE:542746,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:542743
Company: SBI Mutual Fund - Fixed Maturity Plan, Series 13 (1108 Days) Fund
(IQT631303015) - Mumbai Stock Exchange (BSE)

BSE:542744
Company: SBI Mutual Fund - Fixed Maturity Plan, Series 13 (1108 Days) Fund
(IQT631303014) - Mumbai Stock Exchange (BSE)

BSE:542745
Company: SBI Mutual Fund - Fixed Maturity Plan, Series 13 (1108 Days) Fund
(IQT631303013) - Mumbai Stock Exchange (BSE)"
"SBI Mutual Fund - FMP, Series 14 (1102 Days) Fund (BSE:542751)",BSE:542751,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:542748
Company: SBI Mutual Fund - FMP, Series 14 (1102 Days) Fund
(IQT632106406) - Mumbai Stock Exchange (BSE)

BSE:542749
Company: SBI Mutual Fund - FMP, Series 14 (1102 Days) Fund
(IQT632106405) - Mumbai Stock Exchange (BSE)

BSE:542750
Company: SBI Mutual Fund - FMP, Series 14 (1102 Days) Fund
(IQT632106404) - Mumbai Stock Exchange (BSE)"
"SBI Mutual Fund - FMP, Series 34 (3682 Days) Fund (BSE:543203)",BSE:543203,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
SBI Mutual Fund - SBI Debt Fund Series C - 19 (1100 Days) (BSE:541614),BSE:541614,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:541611
Company: SBI Mutual Fund - SBI Debt Fund Series C - 19 (1100 Days)
(IQT573461217) - Mumbai Stock Exchange (BSE)

BSE:541612
Company: SBI Mutual Fund - SBI Debt Fund Series C - 19 (1100 Days)
(IQT573461216) - Mumbai Stock Exchange (BSE)

BSE:541613
Company: SBI Mutual Fund - SBI Debt Fund Series C - 19 (1100 Days)
(IQT573461215) - Mumbai Stock Exchange (BSE)"
"SBI Mutual Fund - SBI Debt Fund, Series C - 42 (365 Days) (BSE:542441)",BSE:542441,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:542438
Company: SBI Mutual Fund - SBI Debt Fund, Series C - 42 (365 Days)
(IQT603644796) - Mumbai Stock Exchange (BSE)

BSE:542439
Company: SBI Mutual Fund - SBI Debt Fund, Series C - 42 (365 Days)
(IQT603644795) - Mumbai Stock Exchange (BSE)

BSE:542440
Company: SBI Mutual Fund - SBI Debt Fund, Series C - 42 (365 Days)
(IQT603644794) - Mumbai Stock Exchange (BSE)"
"SBI Mutual Fund - SBI Debt Fund, Series C - 43 (1176 Days) (BSE:542445)",BSE:542445,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:542442
Company: SBI Mutual Fund - SBI Debt Fund, Series C - 43 (1176 Days)
(IQT603764443) - Mumbai Stock Exchange (BSE)

BSE:542443
Company: SBI Mutual Fund - SBI Debt Fund, Series C - 43 (1176 Days)
(IQT603764442) - Mumbai Stock Exchange (BSE)

BSE:542444
Company: SBI Mutual Fund - SBI Debt Fund, Series C - 43 (1176 Days)
(IQT603764441) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Dual Advantage Fund - Series XVI (BSE:540021),BSE:540021,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540019
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XVI
(IQT377978530) - Mumbai Stock Exchange (BSE)

BSE:540020
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XVI
(IQT377978529) - Mumbai Stock Exchange (BSE)

BSE:540022
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XVI
(IQT377783350) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Dual Advantage Fund - Series XVIII (BSE:540239),BSE:540239,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540240
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XVIII
(IQT414795038) - Mumbai Stock Exchange (BSE)

BSE:540241
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XVIII
(IQT414794101) - Mumbai Stock Exchange (BSE)

BSE:540242
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XVIII
(IQT414793389) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Dual Advantage Fund - Series XXII (BSE:540554),BSE:540554,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540556
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXII
(IQT432744656) - Mumbai Stock Exchange (BSE)

BSE:540553
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXII
(IQT432744659) - Mumbai Stock Exchange (BSE)

BSE:540555
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXII
(IQT432744657) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIII (BSE:540655),BSE:540655,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540656
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIII
(IQT533569169) - Mumbai Stock Exchange (BSE)

BSE:540657
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIII
(IQT533569168) - Mumbai Stock Exchange (BSE)

BSE:540658
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIII
(IQT533569167) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIV (BSE:540731),BSE:540731,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:540734
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIV
(IQT540116767) - Mumbai Stock Exchange (BSE)

BSE:540732
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIV
(IQT540104499) - Mumbai Stock Exchange (BSE)

BSE:540733
Company: SBI Mutual Fund - SBI Dual Advantage Fund - Series XXIV
(IQT540104498) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Dual Advantage Fund-Series XVII,-,Financials (Primary),-,-,-,-,-,-,-,-,-,-,"BSE:540089
Company: SBI Mutual Fund - SBI Dual Advantage Fund-Series XVII
(IQT384288452) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI Equity Opportunities Fund - Series I (BSE:538710),BSE:538710,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"BSE:538709
Company: SBI Mutual Fund - SBI Equity Opportunities Fund - Series I
(IQT541010263) - Mumbai Stock Exchange (BSE)"
SBI Mutual Fund - SBI ETF Private Bank,-,Financials (Primary),-,-,-,-,-,-,-,-,-,-,"NSEI:SBIETFPB
Company: SBI Mutual Fund - SBI ETF Private Bank
(IQT692777322) - National Stock Exchange of India (NSEI)"
SBI Mutual Fund - SBI-ETF 10 Year Gilt (NSEI:SETF10GILT),NSEI:SETF10GILT,Financials (Primary),-, 3.73 ,-,-,-,-,-,-,-,National Stock Exchange of India (NSEI),-
SBI Mutual Fund - SBI-ETF BSE 100 (BSE:539031),BSE:539031,Financials (Primary),-, 3.04 ,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
SBI Mutual Fund - SBI-ETF Gold (BSE:590098),BSE:590098,Financials (Primary),-, 75.61 ,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),"NSEI:SETFGOLD
Company: SBI Mutual Fund - SBI-ETF Gold
(IQT59445466) - National Stock Exchange of India (NSEI)"
SBI Mutual Fund - SBI-ETF Nifty 50 (NSEI:SETFNIF50),NSEI:SETFNIF50,Financials (Primary),-, 2.9 ,-,-,-,-,-,-,-,National Stock Exchange of India (NSEI),-
SBI Mutual Fund - SBI-ETF Nifty Bank (NSEI:SETFNIFBK),NSEI:SETFNIFBK,Financials (Primary),-, 6.36 ,-,-,-,-,-,-,-,National Stock Exchange of India (NSEI),-
SBI Mutual Fund - SBI-ETF Nifty Next 50 (NSEI:SETFNN50),NSEI:SETFNN50,Financials (Primary),-, 7.24 ,-,-,-,-,-,-,-,National Stock Exchange of India (NSEI),-
SBI Mutual Fund - SBI-ETF Quality (NSEI:SBIETFQLTY),NSEI:SBIETFQLTY,Financials (Primary),-, 2.5 ,-,-,-,-,-,-,-,National Stock Exchange of India (NSEI),-
SBI Mutual Fund - SBI-ETF Sensex (BSE:535276),BSE:535276,Financials (Primary),-, 10.04 ,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
SBI Mutual Fund- FMP SR34-3682 Days-Reg Plan-Growth Fund (BSE:543204),BSE:543204,Financials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
SBM Offshore N.V. (ENXTAM:SBMO),ENXTAM:SBMO,Energy (Primary); Industrials, 16.2 , 20.67 , 1.18 , 23.4 , 9.27 , 1.49 , 28.0 , 0.327 , 61.9 ,Euronext Amsterdam (ENXTAM),"DB:IHCB
Company: SBM Offshore N.V.
(IQT27261803) - Deutsche Boerse AG (DB)

SWX:SBM
Company: SBM Offshore N.V.
(IQT253887615) - SIX Swiss Exchange (SWX)

LSE:0NIS
Company: SBM Offshore N.V.
(IQT66422039) - London Stock Exchange (LSE)"
"SBS Holdings, Inc. (TSE:2384)",TSE:2384,Industrials (Primary); Financials; Real Estate, 22.2 , 40.51 , 2.57 , 21.9 , 11.3 , 0.906 , 6.38 , 1.18 , 59.7 ,The Tokyo Stock Exchange (TSE),-
"SBS Media Holdings Co., Ltd. (KOSE:A101060)",KOSE:A101060,Communication Services (Primary); Financials; Industrials,NM, 2.53 , 0.533 , (23.7)  , (9.79)  , 5.76 , 1.72 , 0.238 , 21.7 ,Korea Stock Exchange (KOSE),-
SBS Transit Ltd (SGX:S61),SGX:S61,Industrials (Primary); Communication Services; Real Estate, 12.0 , 3.02 , 1.61 , 1.09 , 14.2 , 1.26 , 23.0 , 1.08 , 14.1 ,Singapore Exchange (SGX),-
"SBW, Inc. (KOSE:A102280)",KOSE:A102280,Consumer Discretionary (Primary),NM, 0.942 , 0.862 , (3.51)  , (6.09)  , 0.928 , 3.93 , 0.281 , 12.8 ,Korea Stock Exchange (KOSE),-
SC Agrotech Limited (BSE:526081),BSE:526081,Consumer Staples (Primary); Consumer Discretionary; Financials,-, 0.066 ,-, (12.1)  ,-,-, 6.15 , 0.5 , 50.4 ,Mumbai Stock Exchange (BSE),-
SC Asset Corporation Public Company Limited (SET:SC),SET:SC,Real Estate (Primary); Industrials, 6.52 , 0.129 , 0.687 , 13.7 , 10.8 , 2.07 , 13.8 , 0.424 , 53.3 ,The Stock Exchange of Thailand (SET),"SET:SC-R
Company: SC Asset Corporation Public Company Limited
(IQT20159507) - The Stock Exchange of Thailand (SET)"
"SC Engineering Co., Ltd (KOSE:A023960)",KOSE:A023960,Industrials (Primary); Consumer Discretionary; Health Care,NM, 5.3 , 4.59 , (31.9)  , (44.6)  , 0.345 , (10.8)  , 0.648 , 45.7 ,Korea Stock Exchange (KOSE),-
SC Health Corporation (NYSE:SCPE),NYSE:SCPE,Financials (Primary),NM, 13.56 , 46.0 ,-, (400.3)  , 0.104 ,-,-, 1.96 ,New York Stock Exchange (NYSE),"NYSE:SCPE.U
Company: SC Health Corporation
(IQT629150931) - New York Stock Exchange (NYSE)"
SC Mercados Globales Inversiones SICAV SA (BME:S1884),BME:S1884,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Scala, Inc. (TSE:4845)",TSE:4845,Information Technology (Primary); Consumer Discretionary; Industrials,NM, 9.52 , 1.36 , (2.62)  , 0.567 , 2.48 , 11.7 , 0.781 , 52.7 ,The Tokyo Stock Exchange (TSE),-
Scales Corporation Limited (NZSE:SCL),NZSE:SCL,Consumer Staples (Primary); Financials; Industrials, 32.8 , 4.62 , 1.86 , 11.9 , 7.21 , 4.24 , 10.8 , 0.822 , 26.4 ,-,"DB:S05
Company: Scales Corporation Limited
(IQT275755943) - Deutsche Boerse AG (DB)"
Scan Inter Public Company Limited (SET:SCN),SET:SCN,Utilities (Primary); Consumer Discretionary; Energy; Industrials, 180.7 , 0.127 , 1.39 , (18.4)  , 0.772 , 0.57 , 11.8 , 0.287 , 50.6 ,The Stock Exchange of Thailand (SET),"SET:SCN-R
Company: Scan Inter Public Company Limited
(IQT284700074) - The Stock Exchange of Thailand (SET)"
Scan Projects Limited (BSE:531797),BSE:531797,Industrials (Primary),-,-,-,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
Scan Steels Limited (BSE:511672),BSE:511672,Materials (Primary); Materials (Primary); Financials, 7.38 , 0.821 , 0.755 ,-, 10.8 , 1.77 , 9.94 , 1.55 , 21.9 ,Mumbai Stock Exchange (BSE),-
Scana ASA (OB:SCANA),OB:SCANA,Materials (Primary); Materials (Primary); Energy; Industrials, 4.14 , 0.312 , 2.86 , 33.1 , 125.0 , 0.966 , 5.96 , 1.29 , 48.8 ,-,"DB:1MP
Company: Scana ASA
(IQT229374944) - Deutsche Boerse AG (DB)"
Scancell Holdings plc (AIM:SCLP),AIM:SCLP,Health Care (Primary),NM, 0.419 , 6.65 ,-, (38.8)  , 3.99 ,-,-, 1.66 ,-,"DB:SCP
Company: Scancell Holdings plc
(IQT244320993) - Deutsche Boerse AG (DB)"
ScandBook Holding AB (publ) (OM:SBOK),OM:SBOK,Industrials (Primary), 7.41 , 4.54 , 0.691 , 3.64 , 9.59 , 2.31 , 13.4 , 1.11 , 22.4 ,OMX Nordic Exchange Stockholm (OM),-
Scandent Imaging Limited (BSE:516110),BSE:516110,Health Care (Primary), 18.6 , 0.354 , 8.5 , 101.9 ,-,-, 22.1 , 0.857 , 65.5 ,Mumbai Stock Exchange (BSE),-
Scandi Standard AB (publ) (OM:SCST),OM:SCST,Consumer Staples (Primary), 16.2 , 9.04 , 1.87 , 9.17 , 11.8 , 1.12 , 6.26 , 1.57 , 55.6 ,OMX Nordic Exchange Stockholm (OM),"DB:0SL
Company: Scandi Standard AB (publ)
(IQT267073002) - Deutsche Boerse AG (DB)

LSE:0QVR
Company: Scandi Standard AB (publ)
(IQT267683118) - London Stock Exchange (LSE)"
Scandic Hotels Group AB (publ) (OM:SHOT),OM:SHOT,Consumer Discretionary (Primary); Financials,NM, 5.24 , 5.46 , (30.8)  , (161.9)  , 0.172 , (29.8)  , 0.183 , 94.1 ,OMX Nordic Exchange Stockholm (OM),"DB:10H
Company: Scandic Hotels Group AB (publ)
(IQT318781830) - Deutsche Boerse AG (DB)

LSE:0RD7
Company: Scandic Hotels Group AB (publ)
(IQT327895675) - London Stock Exchange (LSE)"
ScandiDos AB (publ) (OM:SDOS),OM:SDOS,Health Care (Primary),NM, 0.611 , 3.38 , 10.4 , (9.53)  , 1.45 , (4.2)  , 0.868 , 3.64 ,OMX Nordic Exchange Stockholm (OM),"DB:2FV
Company: ScandiDos AB (publ)
(IQT574627759) - Deutsche Boerse AG (DB)"
Scandinavian Biogas Fuels International AB (publ) (OM:BIOGAS),OM:BIOGAS,Energy (Primary); Materials; Materials; Utilities,NM, 5.46 , 1.91 , 9.06 , (16.8)  , 2.13 , 9.45 , 0.251 , 61.5 ,OMX Nordic Exchange Stockholm (OM),"DB:3JE
Company: Scandinavian Biogas Fuels International AB (publ)
(IQT670540355) - Deutsche Boerse AG (DB)"
Scandinavian Brake Systems A/S (CPSE:SBS),CPSE:SBS,Consumer Discretionary (Primary); Industrials,NM, 3.13 ,NM, (14.8)  ,NM, 1.03 , 0.814 , 0.89 , 149.9 ,OMX Nordic Exchange Copenhagen (CPSE),-
Scandinavian ChemoTech AB (publ) (OM:CMOTEC B),OM:CMOTEC B,Health Care (Primary),NM, 4.13 , 11.3 , (14.2)  , (84.0)  , 7.92 ,-, 0.084 , 0.56 ,OMX Nordic Exchange Stockholm (OM),"DB:8V6
Company: Scandinavian ChemoTech AB (publ)
(IQT670714342) - Deutsche Boerse AG (DB)"
Scandinavian Enviro Systems AB (publ) (OM:SES),OM:SES,Industrials (Primary),NM, 0.366 , 10.7 , 89.5 , (36.4)  , 2.22 ,-, 0.009 , 2.71 ,OMX Nordic Exchange Stockholm (OM),"DB:1HR
Company: Scandinavian Enviro Systems AB (publ)
(IQT574627738) - Deutsche Boerse AG (DB)"
Scandinavian Investment Group A/S (CPSE:SIG),CPSE:SIG,Real Estate (Primary); Financials, 5.27 , 0.508 , 0.924 , (63.1)  , 21.4 , 3.68 , 107.6 , 0.106 , 30.7 ,OMX Nordic Exchange Copenhagen (CPSE),"DB:2D2
Company: Scandinavian Investment Group A/S
(IQT265281208) - Deutsche Boerse AG (DB)"
Scandinavian Real Heart AB (Publ) (NGM:HEART),NGM:HEART,Health Care (Primary),NM, 1.05 , 2.61 , (14.3)  , (13.1)  , 4.45 ,-, 0.007 , 4.55 ,-,"DB:782
Company: Scandinavian Real Heart AB (Publ)
(IQT712836795) - Deutsche Boerse AG (DB)"
Scandinavian Tobacco Group A/S (CPSE:STG),CPSE:STG,Consumer Staples (Primary); Consumer Discretionary; Financials, 12.3 , 26.43 , 1.37 , 8.49 , 11.3 , 2.73 , 23.5 , 0.575 , 26.8 ,OMX Nordic Exchange Copenhagen (CPSE),"DB:8ZI
Company: Scandinavian Tobacco Group A/S
(IQT325326766) - Deutsche Boerse AG (DB)

BMV:STG N
Company: Scandinavian Tobacco Group A/S
(IQT560647142) - Bolsa Mexicana de Valores (BMV)

LSE:0RES
Company: Scandinavian Tobacco Group A/S
(IQT325722856) - London Stock Exchange (LSE)"
Scandion Oncology A/S (OM:SCOL),OM:SCOL,Health Care (Primary),NM, 2.92 , 3.29 ,-, (26.3)  , 24.1 ,-,-,-,OMX Nordic Exchange Stockholm (OM),"DB:8VY
Company: Scandion Oncology A/S
(IQT670690749) - Deutsche Boerse AG (DB)"
Scandium International Mining Corp. (TSX:SCY),TSX:SCY,Materials (Primary); Materials (Primary),NM, 0.261 ,NM,-," (2,103.8)  ", 0.218 ,-,-,-,The Toronto Stock Exchange (TSX),"DB:0E6
Company: Scandium International Mining Corp.
(IQT116749525) - Deutsche Boerse AG (DB)"
Scanfil Oyj (HLSE:SCANFL),HLSE:SCANFL,Information Technology (Primary), 14.0 , 12.62 , 2.71 , 3.94 , 20.6 , 1.95 , 7.67 , 1.75 , 19.4 ,OMX Nordic Exchange Helsinki (HLSE),"LSE:0Q59
Company: Scanfil Oyj
(IQT145849682) - London Stock Exchange (LSE)"
Scanpoint Geomatics Limited (BSE:526544),BSE:526544,Information Technology (Primary); Communication Services, 46.0 , 0.276 , 1.09 , 18.0 , 2.91 , 1.53 , 9.81 , 0.603 , 25.2 ,Mumbai Stock Exchange (BSE),-
"ScanSource, Inc. (NasdaqGS:SCSC)",NasdaqGS:SCSC,Information Technology (Primary); Industrials,NM, 37.3 , 1.04 , (8.01)  , (10.6)  , 1.8 , 3.1 , 1.62 , 27.2 ,Nasdaq Global Select (NasdaqGS),"DB:SC3
Company: ScanSource, Inc.
(IQT127530841) - Deutsche Boerse AG (DB)"
Scapa Group plc,-,Materials (Primary); Materials (Primary),-,-,-, (0.929)  , (37.5)  , 1.29 , 10.1 , 1.03 , 49.7 ,-,"DB:48P
Company: Scapa Group plc
(IQT574502958) - Deutsche Boerse AG (DB)"
Scape Technologies A/S (CPSE:SCAPE),CPSE:SCAPE,Information Technology (Primary),NM, 0.767 , 4.39 , (9.45)  , (201.8)  , 4.01 ,-, 0.213 , 23.6 ,OMX Nordic Exchange Copenhagen (CPSE),"DB:9R6
Company: Scape Technologies A/S
(IQT670447255) - Deutsche Boerse AG (DB)"
Scatec ASA (OB:SCATC),OB:SCATC,Utilities (Primary); Industrials,NM, 36.5 , 4.12 , 36.0 , (9.13)  , 1.53 , 73.1 , 0.115 , 60.8 ,-,"DB:66T
Company: Scatec ASA
(IQT274053290) - Deutsche Boerse AG (DB)

LSE:0R3I
Company: Scatec ASA
(IQT276327921) - London Stock Exchange (LSE)"
Scentre Group (ASX:SCG),ASX:SCG,Real Estate (Primary),NM, 2.78 , 0.774 , (4.33)  , (17.7)  , 1.07 ,-, 0.055 , 47.6 ,Australian Securities Exchange (ASX),"N/A
Company: Scentre Group
(IQT281036110) - Deutsche Boerse AG (DB)"
SCG Ceramics Public Company Limited (SET:COTTO),SET:COTTO,Industrials (Primary); Consumer Discretionary, 30.4 , 0.101 , 1.65 , (13.1)  , 5.57 , 3.0 , 13.4 , 0.892 , 1.56 ,The Stock Exchange of Thailand (SET),"SET:COTTO-R
Company: SCG Ceramics Public Company Limited
(IQT574871574) - The Stock Exchange of Thailand (SET)"
SCG Packaging Public Company Limited (SET:SCGP),SET:SCGP,Materials (Primary); Materials (Primary); Communication Services; Industrials, 30.2 , 2.48 , 2.75 ,-, 9.37 , 1.33 , 17.5 , 0.595 , 29.0 ,The Stock Exchange of Thailand (SET),"DB:5Y7
Company: SCG Packaging Public Company Limited
(IQT702999936) - Deutsche Boerse AG (DB)

DB:5Y7A
Company: SCG Packaging Public Company Limited
(IQT670619715) - Deutsche Boerse AG (DB)"
Schablona India Limited (BSE:507894),BSE:507894,Industrials (Primary); Consumer Discretionary,NM, 0.182 ,NM, (77.9)  ,NM, 0.111 ,-, 0.048 ,NM,Mumbai Stock Exchange (BSE),-
Schaeffler AG (XTRA:SHA),XTRA:SHA,Consumer Discretionary (Primary); Industrials; Information Technology,-, 12.51 ,-, (2.74)  , 0.273 , 1.8 , 14.6 , 0.966 , 69.8 ,XETRA Trading Platform (XTRA),"DB:SHAU
Company: Schaeffler AG
(IQT662744672) - Deutsche Boerse AG (DB)

DB:SHA
Company: Schaeffler AG
(IQT313167180) - Deutsche Boerse AG (DB)

SWX:SHAF
Company: Schaeffler AG
(IQT533946411) - SIX Swiss Exchange (SWX)

LSE:0RBK
Company: Schaeffler AG
(IQT314351752) - London Stock Exchange (LSE)"
Schaeffler India Limited (BSE:505790),BSE:505790,Industrials (Primary); Consumer Discretionary; Energy, 49.8 , 102.25 , 5.58 , 28.0 ,-,-, 14.8 , 0.965 , 2.03 ,Mumbai Stock Exchange (BSE),"NSEI:SCHAEFFLER
Company: Schaeffler India Limited
(IQT46355879) - National Stock Exchange of India (NSEI)"
Schaffer Corporation Limited (ASX:SFC),ASX:SFC,Consumer Discretionary (Primary); Industrials; Materials; Materials; Real Estate, 8.53 , 21.04 , 2.09 , (8.79)  , 28.1 , 2.14 , 23.1 , 0.689 , 41.4 ,Australian Securities Exchange (ASX),-
Schaffner Holding AG (SWX:SAHN),SWX:SAHN,Information Technology (Primary); Consumer Discretionary, 28.0 , 448.65 , 2.98 , (6.02)  , 11.3 , 2.57 , 9.94 , 1.27 , 37.8 ,SIX Swiss Exchange (SWX),"DB:SFRN
Company: Schaffner Holding AG
(IQT20223977) - Deutsche Boerse AG (DB)

LSE:0QJY
Company: Schaffner Holding AG
(IQT259934767) - London Stock Exchange (LSE)"
