Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
Listed Index Fund US Equity (NASDAQ100) Currency Hedge (TSE:2569),TSE:2569,Financials (Primary),-, 31.4 ,-,-,-,-,-,-,-,The Tokyo Stock Exchange (TSE),-
Listed Index Fund US Equity (NASDAQ100) No Currency Hedge (TSE:2568),TSE:2568,Financials (Primary),-, 33.3 ,-,-,-,-,-,-,-,The Tokyo Stock Exchange (TSE),-
Listed Index Fund US Equity (S&P 500) (TSE:1547),TSE:1547,Financials (Primary),-, 62.68 ,-,-,-,-,-,-,-,The Tokyo Stock Exchange (TSE),-
Listed Index Fund US Equity (S&P500) Currency Hedge (TSE:2521),TSE:2521,Financials (Primary),-, 18.16 ,-,-,-,-,-,-,-,The Tokyo Stock Exchange (TSE),-
Listed Index Fund World Equity (MSCI ACWI) ex Japan (TSE:1554),TSE:1554,Financials (Primary),-, 36.2 ,-,-,-,-,-,-,-,The Tokyo Stock Exchange (TSE),-
LITALICO Inc. (TSE:7366),TSE:7366,Consumer Discretionary (Primary); Communication Services; Industrials, 129.4 , 62.92 , 19.6 ,-, 16.8 , 1.15 , 13.9 , 1.59 , 45.5 ,The Tokyo Stock Exchange (TSE),-
Lite Access Technologies Inc. (TSXV:LTE),TSXV:LTE,Information Technology (Primary),NM, 0.229 , 5.71 , 35.3 , (327.5)  , 1.16 , (42.1)  , 1.85 ,NM,-,"DB:LA7
Company: Lite Access Technologies Inc.
(IQT304886338) - Deutsche Boerse AG (DB)"
Lite-On Technology Corporation (TWSE:2301),TWSE:2301,Information Technology (Primary); Communication Services; Consumer Discretionary; Health Care; Industrials; Real Estate, 11.9 , 3.06 , 2.11 , (8.49)  , 18.4 , 1.35 , 9.29 , 0.866 , 25.7 ,Taiwan Stock Exchange (TWSE),-
Litera Lcl Sicav S A (BME:S4157),BME:S4157,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Literacy Capital plc (LSE:BOOK),LSE:BOOK,Financials (Primary), 5.84 , 3.49 , 1.14 ,-, 21.7 , 10.9 , 94.3 , 0.237 ,-,London Stock Exchange (LSE),-
Litgrid AB (NSEL:LGD1L),NSEL:LGD1L,Utilities (Primary), 13.9 , 1.28 , 1.76 , 8.96 , 13.3 , 1.08 , 24.9 , 0.522 , 28.0 ,OMX Nordic Exchange Vilnius (NSEL),-
"Lithia Motors, Inc. (NYSE:LAD)",NYSE:LAD,Consumer Discretionary (Primary); Financials, 14.7 , 450.29 , 3.24 , 11.7 , 27.2 , 1.26 , 6.49 , 1.88 , 61.3 ,New York Stock Exchange (NYSE),"DB:LMO
Company: Lithia Motors, Inc.
(IQT112067145) - Deutsche Boerse AG (DB)

XTRA:LMO
Company: Lithia Motors, Inc.
(IQT319192717) - XETRA Trading Platform (XTRA)"
Lithium Americas Corp. (TSX:LAC),TSX:LAC,Materials (Primary); Materials (Primary),NM, 19.78 , 2.98 ,-, (8.87)  , 98.9 ,-,-, 40.6 ,The Toronto Stock Exchange (TSX),"DB:WUC1
Company: Lithium Americas Corp.
(IQT62565668) - Deutsche Boerse AG (DB)

NYSE:LAC
Company: Lithium Americas Corp.
(IQT141548582) - New York Stock Exchange (NYSE)"
Lithium Australia NL (ASX:LIT),ASX:LIT,Materials (Primary); Materials (Primary); Industrials,NM, 0.102 , 3.09 , 24.7 , (60.3)  , 3.73 ,-, 0.013 , 4.07 ,Australian Securities Exchange (ASX),"ASX:LITCF
Company: Lithium Australia NL
(IQT661752229) - Australian Securities Exchange (ASX)

DB:3MW0
Company: Lithium Australia NL
(IQT708482606) - Deutsche Boerse AG (DB)

DB:3MW
Company: Lithium Australia NL
(IQT332215735) - Deutsche Boerse AG (DB)"
Lithium Chile Inc. (TSXV:LITH),TSXV:LITH,Materials (Primary); Materials (Primary),NM, 0.381 , 3.78 ,-, (12.5)  , 13.3 ,-,-,-,-,"DB:KC3
Company: Lithium Chile Inc.
(IQT423734874) - Deutsche Boerse AG (DB)"
Lithium Corporation (OTCPK:LTUM),OTCPK:LTUM,Materials (Primary); Materials (Primary),NM, 0.497 , 151.8 ,-, (285.5)  , 8.86 ,-,-,-,-,"LSE:0JVB
Company: Lithium Corporation
(IQT550484913) - London Stock Exchange (LSE)"
Lithium Energi Exploration Inc. (TSXV:LEXI),TSXV:LEXI,Materials (Primary); Materials (Primary),NM, 0.142 ,NM,-," (6,737.3)  ", 0.015 ,-,-, 97.6 ,-,"DB:L09
Company: Lithium Energi Exploration Inc.
(IQT540700784) - Deutsche Boerse AG (DB)"
Lithium Energy Limited (ASX:LEL),ASX:LEL,Materials (Primary); Materials (Primary),-, 0.386 ,-,-,-,-,-,-,-,Australian Securities Exchange (ASX),-
Lithium Power International Limited (ASX:LPI),ASX:LPI,Materials (Primary); Materials (Primary),NM, 0.178 , 1.27 ,-, (18.9)  , 40.6 ,-,-,-,Australian Securities Exchange (ASX),"DB:24L
Company: Lithium Power International Limited
(IQT378094104) - Deutsche Boerse AG (DB)"
Lithium South Development Corporation (TSXV:LIS),TSXV:LIS,Materials (Primary); Materials (Primary),NM, 0.517 , 2.0 ,-, (80.0)  , 12.7 ,-,-, 12.2 ,-,"DB:OGPQ
Company: Lithium South Development Corporation
(IQT163475176) - Deutsche Boerse AG (DB)"
Lithoquest Resources Inc. (TSXV:LDI),TSXV:LDI,Materials (Primary); Materials (Primary),NM, 0.131 ,NM,-, (206.3)  , 0.171 ,-,-,-,-,"DB:28U0
Company: Lithoquest Resources Inc.
(IQT600577407) - Deutsche Boerse AG (DB)"
Litian Pictures Holdings Limited (SEHK:9958),SEHK:9958,Communication Services (Primary), 4.86 , 0.251 , 0.697 , 6.33 , 15.8 , 1.87 , 20.4 , 0.451 , 13.1 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
Litium AB (publ) (OM:LITI),OM:LITI,Information Technology (Primary); Communication Services,NM, 3.44 , 3.81 , 26.8 , (26.2)  , 2.38 , (27.9)  , 0.896 , 3.42 ,OMX Nordic Exchange Stockholm (OM),"DB:5TW
Company: Litium AB (publ)
(IQT670621242) - Deutsche Boerse AG (DB)"
"Littelfuse, Inc. (NasdaqGS:LFUS)",NasdaqGS:LFUS,Information Technology (Primary); Consumer Discretionary; Industrials, 37.4 , 338.15 , 3.66 , 4.91 , 10.4 , 3.65 , 21.2 , 0.545 , 30.5 ,Nasdaq Global Select (NasdaqGS),"DB:LFS
Company: Littelfuse, Inc.
(IQT114870741) - Deutsche Boerse AG (DB)"
Little Green Pharma Ltd (ASX:LGP),ASX:LGP,Health Care (Primary),NM, 0.803 , 7.06 ,-, (75.1)  , 3.71 , (79.3)  , 0.24 , 12.1 ,Australian Securities Exchange (ASX),-
Liu Chong Hing Investment Limited (SEHK:194),SEHK:194,Real Estate (Primary); Consumer Discretionary; Financials; Materials; Materials, 19.4 , 1.43 , 0.251 , (29.6)  , 1.38 , 3.99 , 38.9 , 0.052 , 10.5 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"Liuzhou Chemical Industry Co., Ltd. (SHSE:600423)",SHSE:600423,Materials (Primary); Materials (Primary), 125.8 , 0.78 , 7.56 , (61.2)  , 6.2 , 5.56 , (17.7)  , 0.202 ,-,Shanghai Stock Exchange (SHSE),-
"Liuzhou Iron & Steel Co., Ltd. (SHSE:601003)",SHSE:601003,Materials (Primary); Materials (Primary), 6.77 , 1.23 , 1.23 , 12.0 , 13.2 , 1.07 , 6.18 , 0.981 , 45.3 ,Shanghai Stock Exchange (SHSE),-
"Liuzhou Liangmianzhen Co., Ltd. (SHSE:600249)",SHSE:600249,Consumer Staples (Primary); Health Care; Real Estate, 47.4 , 1.02 , 1.27 , (19.9)  , 2.73 , 5.48 , 0.2 , 0.261 , 3.33 ,Shanghai Stock Exchange (SHSE),-
LIV Capital Acquisition Corp. (NasdaqCM:LIVK),NasdaqCM:LIVK,Financials (Primary),NM, 13.4 , 6.8 ,-,-, 0.358 ,-,-,-,Nasdaq Capital Market (NasdaqCM),"BMV:LIVK N
Company: LIV Capital Acquisition Corp.
(IQT670433603) - Bolsa Mexicana de Valores (BMV)

NasdaqCM:LIVK.U
Company: LIV Capital Acquisition Corp.
(IQT645203374) - Nasdaq Capital Market (NasdaqCM)"
Liv ihop AB (publ) (OM:LIVI),OM:LIVI,Consumer Discretionary (Primary),NM, 0.921 , 54.2 , 25.1 , (187.7)  , 0.488 , (0.613)  , 2.84 , 93.5 ,OMX Nordic Exchange Stockholm (OM),-
"Liv-up Co.,Ltd. (TSE:2977)",TSE:2977,Consumer Discretionary (Primary); Real Estate, 57.1 ,-, 1.11 ,-, 1.95 , 2.57 , 1.6 , 1.17 , 35.4 ,The Tokyo Stock Exchange (TSE),-
LivaNova PLC (NasdaqGS:LIVN),NasdaqGS:LIVN,Health Care (Primary),NM, 115.58 , 3.97 , (3.2)  , (33.5)  , 2.34 , 4.32 , 0.387 , 38.8 ,Nasdaq Global Select (NasdaqGS),"DB:LIA
Company: LivaNova PLC
(IQT324557649) - Deutsche Boerse AG (DB)"
Live Company Group Plc (AIM:LVCG),AIM:LVCG,Communication Services (Primary); Financials,NM, 0.089 , 0.5 , (1.24)  , (84.8)  , 1.3 , (168.7)  , 0.123 , 28.4 ,-,"DB:PTV3
Company: Live Company Group Plc
(IQT704399050) - Deutsche Boerse AG (DB)"
"Live Nation Entertainment, Inc. (NYSE:LYV)",NYSE:LYV,Communication Services (Primary); Consumer Discretionary,NM, 118.55 ,NM, (57.1)  , (251.1)  , 1.07 , (169.9)  , 0.173 , 97.9 ,New York Stock Exchange (NYSE),"BMV:LYV *
Company: Live Nation Entertainment, Inc.
(IQT624731150) - Bolsa Mexicana de Valores (BMV)

BOVESPA:L1YV34
Company: Live Nation Entertainment, Inc.
(IQT691544880) - Bolsa de Valores de Sao Paulo (BOVESPA)

DB:3LN
Company: Live Nation Entertainment, Inc.
(IQT112067144) - Deutsche Boerse AG (DB)

LSE:0JVD
Company: Live Nation Entertainment, Inc.
(IQT550620157) - London Stock Exchange (LSE)

N/A
Company: Live Nation Entertainment, Inc.
(IQT138309349) - XETRA Trading Platform (XTRA)"
Live Oak Acquisition Corp. II (NYSE:LOKB),NYSE:LOKB,Financials (Primary),-, 13.37 , 61.5 ,-,-, 17.0 ,-,-,-,New York Stock Exchange (NYSE),"NYSE:LOKB.U
Company: Live Oak Acquisition Corp. II
(IQT696555682) - New York Stock Exchange (NYSE)"
"Live Oak Bancshares, Inc. (NasdaqGS:LOB)",NasdaqGS:LOB,Financials (Primary), 24.5 , 78.09 , 4.47 , 6.51 , 19.0 ,-,-,-,-,Nasdaq Global Select (NasdaqGS),-
Live Oak Mobility Acquisition Corp. (NYSE:LOKM),NYSE:LOKM,Financials (Primary),-, 13.24 ,-,-,-,-,-,-,-,New York Stock Exchange (NYSE),"NYSE:LOKM.U
Company: Live Oak Mobility Acquisition Corp.
(IQT702644325) - New York Stock Exchange (NYSE)"
Live Ventures Incorporated (NasdaqCM:LIVE),NasdaqCM:LIVE,Consumer Discretionary (Primary); Communication Services; Industrials; Materials; Materials, 10.5 , 90.42 , 1.84 , 10.8 , 46.2 , 1.76 , 16.5 , 1.2 , 72.6 ,Nasdaq Capital Market (NasdaqCM),"DB:UYXP
Company: Live Ventures Incorporated
(IQT260452653) - Deutsche Boerse AG (DB)"
Live Verdure Ltd (ASX:LV1),ASX:LV1,Consumer Staples (Primary),-, 0.193 ,-,-,-,-,-,-,-,Australian Securities Exchange (ASX),-
LiveChat Software S.A. (WSE:LVC),WSE:LVC,Information Technology (Primary), 33.6 , 48.47 , 33.4 , 23.8 , 121.6 , 8.78 , 59.8 , 1.76 , 3.76 ,-,"DB:886
Company: LiveChat Software S.A.
(IQT670592068) - Deutsche Boerse AG (DB)

LSE:0QTE
Company: LiveChat Software S.A.
(IQT262802183) - London Stock Exchange (LSE)"
LiveHire Limited (ASX:LVH),ASX:LVH,Information Technology (Primary),NM, 0.366 , 5.22 , 46.1 , (41.4)  , 5.04 , (250.0)  , 0.103 , 3.86 ,Australian Securities Exchange (ASX),"DB:24X
Company: LiveHire Limited
(IQT540860541) - Deutsche Boerse AG (DB)"
Livent Corporation (NYSE:LTHM),NYSE:LTHM,Materials (Primary); Materials (Primary),NM, 24.84 , 4.93 , (6.45)  , (3.31)  , 4.01 , 4.69 , 0.321 , 30.9 ,New York Stock Exchange (NYSE),"DB:8LV
Company: Livent Corporation
(IQT589751605) - Deutsche Boerse AG (DB)

LSE:0A6T
Company: Livent Corporation
(IQT670640845) - London Stock Exchange (LSE)"
"LivePerson, Inc. (NasdaqGS:LPSN)",NasdaqGS:LPSN,Information Technology (Primary); Communication Services,NM, 87.22 , 17.0 , 20.6 , (45.2)  , 3.49 , (1.82)  , 0.483 , 69.7 ,Nasdaq Global Select (NasdaqGS),"DB:LVO
Company: LivePerson, Inc.
(IQT20212045) - Deutsche Boerse AG (DB)"
"LiveRamp Holdings, Inc. (NYSE:RAMP)",NYSE:RAMP,Information Technology (Primary),NM, 64.09 , 3.13 , 26.3 , (8.33)  , 5.0 , (19.5)  , 0.342 , 1.26 ,New York Stock Exchange (NYSE),"DB:XIM
Company: LiveRamp Holdings, Inc.
(IQT584969792) - Deutsche Boerse AG (DB)

DB:A2N63A
Company: LiveRamp Holdings, Inc.
(IQT20142900) - Deutsche Boerse AG (DB)"
Livesense Inc. (TSE:6054),TSE:6054,Communication Services (Primary); Industrials; Information Technology,NM, 2.76 , 1.86 , (18.7)  , (29.2)  , 8.21 , (37.2)  , 0.78 , 0.655 ,The Tokyo Stock Exchange (TSE),-
LiveTiles Limited (ASX:LVT),ASX:LVT,Information Technology (Primary),NM, 0.158 , 2.41 , 137.7 , (43.8)  , 0.995 , (39.0)  , 0.362 , 5.48 ,Australian Securities Exchange (ASX),-
"LiveVox Holding, Inc. (NasdaqGS:LVOX)",NasdaqGS:LVOX,Information Technology (Primary); Communication Services,-, 10.96 ,-,-,-, 1.87 , (2.96)  , 0.867 , 60.3 ,Nasdaq Global Select (NasdaqGS),"DB:4GT1
Company: LiveVox Holding, Inc.
(IQT1671535600) - Deutsche Boerse AG (DB)"
"LiveXLive Media, Inc. (NasdaqCM:LIVX)",NasdaqCM:LIVX,Communication Services (Primary); Information Technology,NM, 6.15 , 22.2 , 108.5 ," (8,314.1)  ", 0.692 , (32.0)  , 0.933 , 75.4 ,Nasdaq Capital Market (NasdaqCM),"N/A
Company: LiveXLive Media, Inc.
(IQT634548443) - Deutsche Boerse AG (DB)"
Living Cell Technologies Limited (ASX:LCT),ASX:LCT,Health Care (Primary),NM, 0.012 , 3.01 , (25.5)  , (44.3)  , 9.13 ,-, 0.121 , 8.13 ,Australian Securities Exchange (ASX),"DB:LHI
Company: Living Cell Technologies Limited
(IQT540724810) - Deutsche Boerse AG (DB)"
"Living Platform,Ltd. (TSE:7091)",TSE:7091,Health Care (Primary); Consumer Discretionary, 103.5 , 47.86 , 5.14 , 17.2 , 5.1 , 1.26 , 4.93 , 1.15 , 83.2 ,The Tokyo Stock Exchange (TSE),-
Living Technologies Inc. (TSE:4445),TSE:4445,Communication Services (Primary),NM, 35.94 , 4.67 ,-, 1.18 , 2.7 , 1.83 , 1.55 , 43.2 ,The Tokyo Stock Exchange (TSE),-
Livzon Pharmaceutical Group Inc. (SZSE:000513),SZSE:000513,Health Care (Primary); Consumer Staples; Materials; Materials, 26.6 , 10.75 , 3.87 , 9.01 , 16.8 , 2.41 , 22.1 , 0.546 , 12.4 ,Shenzhen Stock Exchange (SZSE),"DB:LP6
Company: Livzon Pharmaceutical Group Inc.
(IQT254685778) - Deutsche Boerse AG (DB)

SEHK:1513
Company: Livzon Pharmaceutical Group Inc.
(IQT254168528) - The Stock Exchange of Hong Kong Ltd. (SEHK)"
"LIWANLI Innovation Co., Ltd. (TWSE:3054)",TWSE:3054,Information Technology (Primary); Consumer Staples; Health Care, 139.6 , 1.09 , 2.02 , (14.0)  , 1.45 , 17.4 , (50.7)  , 0.259 , 2.83 ,Taiwan Stock Exchange (TWSE),-
"Lixiang Education Holding Co., Ltd. (NasdaqGM:LXEH)",NasdaqGM:LXEH,Consumer Discretionary (Primary), 22.4 , 13.66 , 2.52 ,-, 12.5 , 2.35 , 22.6 , 0.417 , 9.75 ,Nasdaq Global Market (NasdaqGM),-
LIXIL Corporation (TSE:5938),TSE:5938,Industrials (Primary); Consumer Discretionary; Financials; Materials; Materials; Real Estate, 71.6 , 35.34 , 1.53 , (6.1)  , 3.0 , 1.09 , 8.68 , 0.719 , 51.8 ,The Tokyo Stock Exchange (TSE),"DB:TJS
Company: LIXIL Corporation
(IQT109186276) - Deutsche Boerse AG (DB)"
"Lixte Biotechnology Holdings, Inc. (NasdaqCM:LIXT)",NasdaqCM:LIXT,Health Care (Primary),NM, 4.15 , 9.5 ,-, (95.0)  , 32.6 ,-,-,-,Nasdaq Capital Market (NasdaqCM),"DB:864
Company: Lixte Biotechnology Holdings, Inc.
(IQT670699308) - Deutsche Boerse AG (DB)"
"Lizaye Inversiones Sicav, SA (BME:S3483)",BME:S3483,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Lizhi Inc. (NasdaqGM:LIZI),NasdaqGM:LIZI,Communication Services (Primary),NM, 10.07 , 20.2 ,-, (71.8)  , 1.25 , (5.67)  , 4.97 , 20.6 ,Nasdaq Global Market (NasdaqGM),-
LKP Finance Limited (BSE:507912),BSE:507912,Financials (Primary), 2.39 , 2.0 , 0.573 , 8.52 , 30.5 , 9.87 ,-, 0.377 , 15.3 ,Mumbai Stock Exchange (BSE),-
LKP Securities Limited (BSE:540192),BSE:540192,Financials (Primary), 23.9 , 0.22 , 2.14 , 0.679 , 9.39 , 1.24 ,-, 0.491 , 25.8 ,Mumbai Stock Exchange (BSE),-
LKQ Corporation (NasdaqGS:LKQ),NasdaqGS:LKQ,Consumer Discretionary (Primary); Industrials, 20.0 , 65.24 , 2.58 , 5.27 , 14.0 , 1.83 , 12.5 , 0.925 , 43.3 ,Nasdaq Global Select (NasdaqGS),"BOVESPA:L1KQ34
Company: LKQ Corporation
(IQT648906228) - Bolsa de Valores de Sao Paulo (BOVESPA)

DB:LKQ1
Company: LKQ Corporation
(IQT114870740) - Deutsche Boerse AG (DB)

LSE:0JSJ
Company: LKQ Corporation
(IQT549909345) - London Stock Exchange (LSE)"
LKS Holding Group Limited (SEHK:1867),SEHK:1867,Industrials (Primary); Consumer Discretionary,NM, 0.055 , 2.87 , 13.8 , (2.39)  , 3.58 , (0.348)  , 1.89 , 22.1 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
LL Lucky Games AB (publ) (OM:LADYLU),OM:LADYLU,Communication Services (Primary),-, 0.376 ,-,-,-,-,-,-,-,OMX Nordic Exchange Stockholm (OM),-
"LleidaNetworks Serveis Telemàtics, S.A. (BME:LLN)",BME:LLN,Communication Services (Primary); Industrials, 82.1 , 9.29 , 20.3 , 17.6 , 29.1 , 1.36 , 8.95 , 1.49 , 42.8 ,Bolsas y Mercados Espanoles (BME),"DB:9TV
Company: LleidaNetworks Serveis Telemàtics, S.A.
(IQT670593174) - Deutsche Boerse AG (DB)

ENXTPA:ALLLN
Company: LleidaNetworks Serveis Telemàtics, S.A.
(IQT594951008) - Euronext Paris (ENXTPA)"
Lloyd Fonds AG (XTRA:L1OA),XTRA:L1OA,Financials (Primary); Consumer Discretionary; Industrials; Real Estate,NM, 13.3 , 2.98 , 54.9 , 2.42 , 1.14 , 18.7 , 0.254 , 30.7 ,XETRA Trading Platform (XTRA),"DB:L1O
Company: Lloyd Fonds AG
(IQT703708724) - Deutsche Boerse AG (DB)

DB:L1OA
Company: Lloyd Fonds AG
(IQT24362871) - Deutsche Boerse AG (DB)

N/A
Company: Lloyd Fonds AG
(IQT707717812) - XETRA Trading Platform (XTRA)"
Lloyds Bank plc,-,Financials (Primary),-,-,-, (10.2)  , 4.57 ,-,-,-,-,-,"LSE:93RJ
Company: Lloyds Bank plc
(IQT83834137) - London Stock Exchange (LSE)"
Lloyds Banking Group plc (LSE:LLOY),LSE:LLOY,Financials (Primary), 17.8 , 0.867 , 0.679 , (10.9)  , 4.51 ,-,-,-,-,London Stock Exchange (LSE),"DB:LLD2
Company: Lloyds Banking Group plc
(IQT54899639) - Deutsche Boerse AG (DB)

LSE:ELB9
Company: Lloyds Banking Group plc
(IQT541685686) - London Stock Exchange (LSE)

LSE:LLD6
Company: Lloyds Banking Group plc
(IQT52285886) - London Stock Exchange (LSE)

LSE:LLD2
Company: Lloyds Banking Group plc
(IQT52285882) - London Stock Exchange (LSE)

SWX:LLOY
Company: Lloyds Banking Group plc
(IQT259773648) - SIX Swiss Exchange (SWX)"
Lloyds Metals and Energy Limited (BSE:512455),BSE:512455,Materials (Primary); Materials (Primary); Utilities,NM, 0.833 , 6.08 , (14.3)  , 0.078 , 1.63 , 11.7 , 0.372 , 49.0 ,Mumbai Stock Exchange (BSE),-
Lloyds Steels Industries Limited (BSE:539992),BSE:539992,Industrials (Primary),NM, 0.063 , 2.91 , (16.9)  , 0.446 , 4.33 , (15.2)  , 0.453 , 4.06 ,Mumbai Stock Exchange (BSE),"NSEI:LSIL
Company: Lloyds Steels Industries Limited
(IQT375044485) - National Stock Exchange of India (NSEI)"
Lluc Valores SICAV S.A. (BME:S1961),BME:S1961,Financials (Primary),-, 22.28 ,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Lluipupi, SICAV, S.A. (BME:S3473)",BME:S3473,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"LM Funding America, Inc. (NasdaqCM:LMFA)",NasdaqCM:LMFA,Financials (Primary), 14.0 , 5.48 , 0.913 , (38.1)  , 7.55 , 29.3 ,-, 0.099 , 3.81 ,Nasdaq Capital Market (NasdaqCM),"DB:1YJ
Company: LM Funding America, Inc.
(IQT555391566) - Deutsche Boerse AG (DB)"
LMF Acquisition Opportunities Inc. (NasdaqCM:LMAO),NasdaqCM:LMAO,Financials (Primary),-, 13.28 ,NM,-,-, 2.19 ,-,-, 86.5 ,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:LMAO.U
Company: LMF Acquisition Opportunities Inc.
(IQT698829084) - Nasdaq Capital Market (NasdaqCM)"
LMK Group AB (publ) (OM:LMKG),OM:LMKG,Consumer Staples (Primary); Consumer Discretionary,NM, 11.28 , 1.54 ,-,-, 1.05 , 8.73 , 1.48 , 47.6 ,OMX Nordic Exchange Stockholm (OM),-
"LMP Automotive Holdings, Inc. (NasdaqCM:LMPX)",NasdaqCM:LMPX,Consumer Discretionary (Primary); Financials; Industrials,NM, 22.17 , 5.48 , 100.8 , (21.4)  , 8.32 , (3.32)  , 1.12 , 9.67 ,Nasdaq Capital Market (NasdaqCM),"DB:0RH
Company: LMP Automotive Holdings, Inc.
(IQT652271639) - Deutsche Boerse AG (DB)"
LMP Capital and Income Fund Inc. (NYSE:SCD),NYSE:SCD,Financials (Primary),NM, 19.17 , 1.09 , 0.85 , (8.66)  , 0.091 ,-, 0.042 , 18.9 ,New York Stock Exchange (NYSE),-
LMS Capital plc (LSE:LMS),LSE:LMS,Financials (Primary),NM, 0.652 , 0.59 ,-, (8.46)  , 0.42 ,NM,-, 0.212 ,London Stock Exchange (LSE),-
LNA Santé SA (ENXTPA:LNA),ENXTPA:LNA,Health Care (Primary), 64.4 , 83.95 , 2.66 , 5.65 , 4.3 , 0.545 , 11.1 , 0.422 , 83.3 ,Euronext Paris (ENXTPA),"DB:2N3
Company: LNA Santé SA
(IQT580607748) - Deutsche Boerse AG (DB)

LSE:0OR2
Company: LNA Santé SA
(IQT38741524) - London Stock Exchange (LSE)"
Loadstar Capital K.K. (TSE:3482),TSE:3482,Real Estate (Primary); Communication Services, 6.04 , 12.85 , 2.16 , 21.3 , 36.2 , 11.1 , 32.8 , 0.356 , 80.5 ,The Tokyo Stock Exchange (TSE),-
"loanDepot, Inc. (NYSE:LDI)",NYSE:LDI,Financials (Primary); Real Estate, 0.801 , 17.41 , 2.73 ,-,-, 6.21 ,-, 0.576 , 84.1 ,New York Stock Exchange (NYSE),"DB:LDD
Company: loanDepot, Inc.
(IQT715164588) - Deutsche Boerse AG (DB)"
Loblaw Companies Limited (TSX:L),TSX:L,Consumer Staples (Primary); Communication Services; Consumer Discretionary; Financials; Information Technology, 23.0 , 82.81 , 2.42 , 4.3 , 11.2 , 1.35 , 7.21 , 1.46 , 59.9 ,The Toronto Stock Exchange (TSX),"DB:L8G
Company: Loblaw Companies Limited
(IQT30743218) - Deutsche Boerse AG (DB)"
"Lobo 3.000 SICAV, S.A. (BME:S1962)",BME:S1962,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Lobtex Co., Ltd. (TSE:5969)",TSE:5969,Consumer Discretionary (Primary); Industrials, 9.11 , 22.47 , 0.413 , (4.86)  , 4.96 , 2.21 , 8.84 , 0.649 , 42.9 ,The Tokyo Stock Exchange (TSE),-
Locality Planning Energy Holdings Limited (ASX:LPE),ASX:LPE,Utilities (Primary),NM, 0.193 , 39.9 , 48.9 , (533.5)  , 1.67 , (2.56)  , 2.41 , 125.5 ,Australian Securities Exchange (ASX),-
Localiza Rent a Car S.A. (BOVESPA:RENT3),BOVESPA:RENT3,Industrials (Primary); Consumer Discretionary; Financials, 36.8 , 17.38 , 7.38 , 16.4 , 21.8 , 1.14 , 19.2 , 0.518 , 65.0 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Locasystem International SA (ENXTPA:MLLOI),ENXTPA:MLLOI,Information Technology (Primary); Consumer Discretionary; Industrials, 9.44 ,-, 0.893 ,-,-,-,-,-,-,Euronext Paris (ENXTPA),-
Locaweb Serviços de Internet S.A. (BOVESPA:LWSA3),BOVESPA:LWSA3,Information Technology (Primary),NM, 7.33 , 5.24 ,-, 0.762 , 5.57 , 16.3 , 0.497 , 18.6 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
"Lock&Lock Co., Ltd. (KOSE:A115390)",KOSE:A115390,Consumer Discretionary (Primary); Materials; Materials, 49.7 , 16.64 , 1.07 , 6.78 , 2.16 , 6.75 , 13.3 , 0.634 , 5.54 ,Korea Stock Exchange (KOSE),-
Lockheed Martin Corporation (NYSE:LMT),NYSE:LMT,Industrials (Primary); Information Technology, 15.3 , 510.32 , 16.8 , 9.42 , 142.7 , 1.38 , 15.5 , 1.33 , 68.8 ,New York Stock Exchange (NYSE),"BMV:LMT *
Company: Lockheed Martin Corporation
(IQT249899175) - Bolsa Mexicana de Valores (BMV)

BOVESPA:LMTB34
Company: Lockheed Martin Corporation
(IQT183610649) - Bolsa de Valores de Sao Paulo (BOVESPA)

LSE:0R3E
Company: Lockheed Martin Corporation
(IQT275838470) - London Stock Exchange (LSE)

SWX:LMT
Company: Lockheed Martin Corporation
(IQT253887819) - SIX Swiss Exchange (SWX)

XTRA:LOM
Company: Lockheed Martin Corporation
(IQT32522658) - XETRA Trading Platform (XTRA)"
Loco Hong Kong Holdings Limited (SEHK:8162),SEHK:8162,Industrials (Primary); Consumer Discretionary; Financials; Materials; Materials,NM, 0.042 , 3.49 , (82.8)  , (70.5)  ,-,-, 0.143 , 4.43 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
